"","from","to"
"3932","RcmdrPlugin.HH","car"
"3933","RcmdrPlugin.HH","multcomp"
"3934","RcmdrPlugin.HH","leaps"
"3935","RcmdrPlugin.HH","lattice"
"3936","RcmdrPlugin.HH","grid"
"3937","RcmdrPlugin.HH","grDevices"
"3938","RcmdrPlugin.IPSUR","Rcmdr"
"3939","RcmdrPlugin.MAc","Rcmdr"
"3940","RcmdrPlugin.MAc","MAc"
"3941","RcmdrPlugin.MAd","Rcmdr"
"3942","RcmdrPlugin.MAd","MAd"
"3943","RcmdrPlugin.PT","Rcmdr"
"3944","RcmdrPlugin.PT","rgl"
"3945","RcmdrPlugin.PT","tkrplot"
"3946","RcmdrPlugin.PT","poistweedie"
"3947","RcmdrPlugin.PT","gWidgets"
"3948","RcmdrPlugin.PT","tcltk"
"3949","RcmdrPlugin.SLC","Rcmdr"
"3950","RcmdrPlugin.SLC","tcltk"
"3951","RcmdrPlugin.SLC","SLC"
"3952","RcmdrPlugin.SensoMineR","SensoMineR"
"3953","RcmdrPlugin.SensoMineR","FactoMineR"
"3954","RcmdrPlugin.SensoMineR","Rcmdr"
"3955","RcmdrPlugin.SensoMineR","tcltk"
"3956","RcmdrPlugin.SurvivalT","Rcmdr"
"3957","RcmdrPlugin.SurvivalT","survival"
"3958","RcmdrPlugin.TeachingDemos","Rcmdr"
"3959","RcmdrPlugin.TeachingDemos","tcltk"
"3960","RcmdrPlugin.TeachingDemos","TeachingDemos"
"3961","RcmdrPlugin.TextMining","tm"
"3962","RcmdrPlugin.TextMining","XML"
"3963","RcmdrPlugin.TextMining","Snowball"
"3964","RcmdrPlugin.TextMining","proxy"
"3965","RcmdrPlugin.TextMining","Rcmdr"
"3966","RcmdrPlugin.depthTools","Rcmdr"
"3967","RcmdrPlugin.depthTools","tcltk"
"3968","RcmdrPlugin.depthTools","depthTools"
"3969","RcmdrPlugin.doex","Rcmdr"
"3970","RcmdrPlugin.doex","multcomp"
"3971","RcmdrPlugin.epack","Rcmdr"
"3972","RcmdrPlugin.epack","TeachingDemos"
"3973","RcmdrPlugin.epack","tseries"
"3974","RcmdrPlugin.epack","abind"
"3975","RcmdrPlugin.epack","MASS"
"3976","RcmdrPlugin.epack","xts"
"3977","RcmdrPlugin.epack","forecast"
"3978","RcmdrPlugin.orloca","Rcmdr"
"3979","RcmdrPlugin.orloca","tcltk"
"3980","RcmdrPlugin.orloca","orloca"
"3981","RcmdrPlugin.orloca","orloca.es"
"3982","RcmdrPlugin.qcc","Rcmdr"
"3983","RcmdrPlugin.qcc","tcltk"
"3984","RcmdrPlugin.qcc","qcc"
"3985","RcmdrPlugin.qual","Rcmdr"
"3986","RcmdrPlugin.qual","qcc"
"3987","RcmdrPlugin.sos","Rcmdr"
"3988","RcmdrPlugin.sos","sos"
"3989","RcmdrPlugin.sos","tcltk2"
"3990","RcmdrPlugin.steepness","Rcmdr"
"3991","RcmdrPlugin.steepness","tcltk"
"3992","RcmdrPlugin.steepness","steepness"
"3993","RcmdrPlugin.survival","Rcmdr"
"3994","RcmdrPlugin.survival","tcltk"
"3995","RcmdrPlugin.survival","survival"
"3996","RcmdrPlugin.survival","date"
"3997","Rcplex","slam"
"3998","Rcpp","R"
"3999","Rcpp","methods"
"4000","RcppArmadillo","Rcpp"
"4001","RcppBDT","Rcpp"
"4002","RcppBDT","methods"
"4003","RcppClassic","Rcpp"
"4004","RcppClassic","methods"
"4005","RcppDE","Rcpp"
"4006","RcppDE","RcppArmadillo"
"4007","RcppExamples","Rcpp"
"4008","RcppExamples","RcppClassic"
"4009","RcppGSL","Rcpp"
"4010","Rd2roxygen","roxygen"
"4011","ReacTran","rootSolve"
"4012","ReacTran","deSolve"
"4013","ReacTran","shape"
"4014","ReadImages","R"
"4015","RecordLinkage","e1071"
"4016","RecordLinkage","rpart"
"4017","RecordLinkage","ada"
"4018","RecordLinkage","ipred"
"4019","RecordLinkage","stats"
"4020","RecordLinkage","evd"
"4021","RecordLinkage","RSQLite"
"4022","RecordLinkage","methods"
"4023","Reliability","R"
"4024","Renext","R"
"4025","RepeatedHighDim","MASS"
"4026","ResearchMethods","tcltk"
"4027","ResearchMethods","irr"
"4028","ResearchMethods","gplots"
"4029","ResearchMethods","ellipse"
"4030","Rfit","methods"
"4031","Rfit","quantreg"
"4032","Rglpk","slam"
"4033","RgoogleMaps","R"
"4034","RgoogleMaps","graphics"
"4035","RgoogleMaps","stats"
"4036","RgoogleMaps","utils"
"4037","Rigroup","R"
"4038","Rlab","R"
"4039","Rlab","utils"
"4040","Rlabkey","RCurl"
"4041","Rlabkey","rjson"
"4042","Rmpfr","methods"
"4043","Rmpfr","R"
"4044","Rmpi","R"
"4045","Rniftilib","R"
"4046","RobAStBase","distr"
"4047","RobAStBase","distrEx"
"4048","RobAStBase","distrMod"
"4049","RobAStBase","RandVar"
"4050","RobLox","lattice"
"4051","RobLox","RColorBrewer"
"4052","RobLox","distr"
"4053","RobLox","distrMod"
"4054","RobLox","RobAStBase"
"4055","RobLoxBioC","distr"
"4056","RobLoxBioC","RobLox"
"4057","RobLoxBioC","lattice"
"4058","RobLoxBioC","RColorBrewer"
"4059","RobRex","ROptRegTS"
"4060","Rpad","graphics"
"4061","Rpad","utils"
"4062","Rpad","grDevices"
"4063","RpgSQL","methods"
"4064","RpgSQL","RJDBC"
"4065","Rramas","diagram"
"4066","Rsac","stats"
"4067","Rserve","R"
"4068","Rsge","snow"
"4069","Rsolnp","stats"
"4070","Rsolnp","truncnorm"
"4071","Rssa","lattice"
"4072","Rssa","svd"
"4073","Rsundials","R"
"4074","Rsymphony","R"
"4075","RthroughExcelWorkbooksInstaller","rcom"
"4076","RthroughExcelWorkbooksInstaller","HH"
"4077","Runuran","R"
"4078","Runuran","methods"
"4079","RunuranGUI","Runuran"
"4080","RunuranGUI","rvgtest"
"4081","RunuranGUI","gWidgets"
"4082","RunuranGUI","gWidgetsRGtk2"
"4083","RunuranGUI","cairoDevice"
"4084","Rvelslant","MASS"
"4085","Rvmmin","numDeriv"
"4086","Rwave","R"
"4087","RxCEcolInf","MASS"
"4088","RxCEcolInf","MCMCpack"
"4089","RxCEcolInf","mvtnorm"
"4090","Ryacas","XML"
"4091","r2dRue","rgdal"
"4092","r2dRue","sp"
"4093","r2dRue","matrixStats"
"4094","r2lh","methods"
"4095","r4ss","coda"
"4096","rAverage","foreign"
"4097","rChoiceDialogs","rJava"
"4098","rChoiceDialogs","utils"
"4099","rDNA","rJava"
"4100","rEMM","proxy"
"4101","rEMM","cluster"
"4102","rEMM","MASS"
"4103","rEMM","clusterGeneration"
"4104","rJava","R"
"4105","rJava","methods"
"4106","rJython","rJava"
"4107","rJython","rjson"
"4108","rPorta","R"
"4109","rSymPy","rJython"
"4110","rTOFsPRO","R"
"4111","rainbow","hdrcde"
"4112","rainbow","MASS"
"4113","rainbow","pcaPP"
"4114","rainbow","cluster"
"4115","ramps","coda"
"4116","ramps","fields"
"4117","ramps","Matrix"
"4118","ramps","maps"
"4119","ramps","methods"
"4120","ramps","nlme"
"4121","random","R"
"4122","random.polychor.pa","psych"
"4123","random.polychor.pa","nFactors"
"4124","randomForest","R"
"4125","randomForest","stats"
"4126","randomLCA","lattice"
"4127","randomLCA","nlme"
"4128","randomLCA","boot"
"4129","randomSurvivalForest","R"
"4130","randtoolbox","rngWELL"
"4131","rangeMapper","RSQLite"
"4132","rangeMapper","sp"
"4133","rangeMapper","rgdal"
"4134","rangeMapper","maptools"
"4135","rangeMapper","lattice"
"4136","rangeMapper","RColorBrewer"
"4137","rangeMapper","tcltk"
"4138","rangeMapper","tcltk2"
"4139","rangeMapper","pixmap"
"4140","rangeMapper","classInt"
"4141","raster","methods"
"4142","raster","sp"
"4143","raster","R"
"4144","rateratio.test","R"
"4145","rateratio.test","stats"
"4146","rattle","R"
"4147","rbounds","Matching"
"4148","rbounds","lattice"
"4149","rcdd","R"
"4150","rcdk","rJava"
"4151","rcdk","rcdklibs"
"4152","rcdk","fingerprint"
"4153","rcdk","methods"
"4154","rcdk","png"
"4155","rcdk","iterators"
"4156","rcdklibs","rJava"
"4157","rcom","rscproxy"
"4158","rcom","utils"
"4159","rconifers","R"
"4160","rconifers","utils"
"4161","rda","R"
"4162","readBrukerFlexData","R"
"4163","readMzXmlData","bitops"
"4164","readMzXmlData","digest"
"4165","readMzXmlData","XML"
"4166","realized","R"
"4167","recommenderlab","Matrix"
"4168","recommenderlab","registry"
"4169","recommenderlab","arules"
"4170","recommenderlab","cluster"
"4171","recommenderlab","proxy"
"4172","ref","R"
"4173","refund","mgcv"
"4174","refund","fda"
"4175","registry","R"
"4176","regtest","R"
"4177","relaimpo","MASS"
"4178","relaimpo","boot"
"4179","relaimpo","survey"
"4180","relaimpo","methods"
"4181","relaimpo","mitools"
"4182","relaimpo","corpcor"
"4183","relations","sets"
"4184","relax","tkrplot"
"4185","relaxo","lars"
"4186","relevent","trust"
"4187","relevent","sna"
"4188","relimp","R"
"4189","relsurv","survival"
"4190","relsurv","splines"
"4191","relsurv","date"
"4192","remix","plyr"
"4193","remix","ascii"
"4194","repolr","gee"
"4195","reportr","R"
"4196","reporttools","xtable"
"4197","reshape","plyr"
"4198","review","XML"
"4199","review","Hmisc"
"4200","revoIPC","R"
"4201","revoIPC","methods"
"4202","rgam","Rcpp"
"4203","rgam","RcppArmadillo"
"4204","rgam","stats"
"4205","rgcvpack","R"
"4206","rgdal","sp"
"4207","rgenoud","R"
"4208","rgenoud","utils"
"4209","rgeos","sp"
"4210","rggobi","R"
"4211","rgl","R"
"4212","rgl","stats"
"4213","rgl","grDevices"
"4214","rgp","emoa"
"4215","rgp","rrules"
"4216","rgp","snowfall"
"4217","rgr","akima"
"4218","rgr","MASS"
"4219","rgr","fastICA"
"4220","rich","vegan"
"4221","rich","boot"
"4222","richards","R"
"4223","richards","methods"
"4224","rimage","R"
"4225","rindex","regtest"
"4226","ringscale","FITSio"
"4227","ringscale","tcltk"
"4228","ripa","rimage"
"4229","ripa","tcltk"
"4230","ripa","tkrplot"
"4231","ripa","e1071"
"4232","ripa","rggobi"
"4233","ripa","reshape"
"4234","ripa","methods"
"4235","risksetROC","survival"
"4236","rjags","coda"
"4237","rjson","R"
"4238","rmac","boot"
"4239","rmeta","grid"
"4240","rmetasim","pegas"
"4241","rmetasim","ape"
"4242","rmetasim","ade4"
"4243","rmetasim","gtools"
"4244","rminer","nnet"
"4245","rminer","kknn"
"4246","rminer","kernlab"
"4247","rminer","rpart"
"4248","rminer","lattice"
"4249","rminer","methods"
"4250","rms","Hmisc"
"4251","rms","survival"
"4252","rngWELL","R"
"4253","robCompositions","robustbase"
"4254","robCompositions","rrcov"
"4255","robCompositions","car"
"4256","robCompositions","MASS"
"4257","robfilter","robustbase"
"4258","robfilter","MASS"
"4259","robust","MASS"
"4260","robust","lattice"
"4261","robust","robustbase"
"4262","robust","rrcov"
"4263","robust","stats"
"4264","robustX","robustbase"
"4265","robustbase","R"
"4266","robustbase","stats"
"4267","robustbase","graphics"
"4268","robustbase","methods"
"4269","rocc","ROCR"
"4270","rocplus","SuppDists"
"4271","rootSolve","R"
"4272","roxygen","digest"
"4273","rpanel","R"
"4274","rpanel","tcltk"
"4275","rpart","R"
"4276","rpart","graphics"
"4277","rpart","stats"
"4278","rpart","grDevices"
"4279","rpart.plot","rpart"
"4280","rpartOrdinal","rpart"
"4281","rphast","stats"
"4282","rpsychi","doBy"
"4283","rpsychi","gtools"
"4284","rpubchem","XML"
"4285","rpubchem","car"
"4286","rpubchem","RCurl"
"4287","rpud","R"
"4288","rpvm","R"
"4289","rqmcmb2","quantreg"
"4290","rrcov","methods"
"4291","rrcov","robustbase"
"4292","rrcov","pcaPP"
"4293","rrcov","mvtnorm"
"4294","rrcovNA","methods"
"4295","rrcovNA","rrcov"
"4296","rrcovNA","norm"
"4297","rrp","rpart"
"4298","rrv","ofp"
"4299","rrv","mecdf"
"4300","rsprng","R"
"4301","rstream","R"
"4302","rstream","methods"
"4303","rtiff","pixmap"
"4304","rtv","ofp"
"4305","runjags","coda"
"4306","runjags","lattice"
"4307","runjags","stats"
"4308","runjags","utils"
"4309","rv","R"
"4310","rv","stats"
"4311","rv","utils"
"4312","rv","grDevices"
"4313","rv","graphics"
"4314","rwm","R"
"4315","rworldmap","sp"
"4316","rworldmap","maptools"
"4317","rworldmap","foreign"
"4318","rworldmap","fields"
"4319","rworldmap","spam"
"4320","rworldmap","maps"
"4321","rwt","matlab"
"4322","rysgran","soiltexture"
"4323","rysgran","lattice"
"4324","SAFD","R"
"4325","SAPP","R"
"4326","SASmixed","R"
"4327","SASxport","R"
"4328","SDDA","MASS"
"4329","SDaA","survey"
"4330","SDaA","ggplot2"
"4331","SDisc","mclust"
"4332","SDisc","stats"
"4333","SDisc","utils"
"4334","SDisc","RColorBrewer"
"4335","SDisc","abind"
"4336","SDisc","xtable"
"4337","SDisc","digest"
"4338","SDisc","e1071"
"4339","SDisc","snow"
"4340","SDisc","SparseM"
"4341","SEL","splines"
"4342","SEL","quadprog"
"4343","SEL","lattice"
"4344","SEMModComp","mvtnorm"
"4345","SGCS","spatstat"
"4346","SGP","data.table"
"4347","SGP","foreach"
"4348","SGP","grid"
"4349","SGP","gtools"
"4350","SGP","plyr"
"4351","SGP","quantreg"
"4352","SGP","sn"
"4353","SGP","splines"
"4354","SHARE","haplo.stats"
"4355","SHARE","MASS"
"4356","SHARE","methods"
"4357","SIN","R"
"4358","SIS","survival"
"4359","SIS","R"
"4360","SLC","R"
"4361","SMC","R"
"4362","SMIR","R"
"4363","SMPracticals","ellipse"
"4364","SMVar","R"
"4365","SNPassoc","haplo.stats"
"4366","SNPassoc","survival"
"4367","SNPassoc","mvtnorm"
"4368","SNPassoc","gdata"
"4369","SNPmaxsel","mvtnorm"
"4370","SNPmaxsel","combinat"
"4371","SOAR","R"
"4372","SPACECAP","TeachingDemos"
"4373","SPOT","lattice"
"4374","SPOT","graphics"
"4375","SPOT","fields"
"4376","SPOT","rpart"
"4377","SPOT","maptree"
"4378","SPOT","colorspace"
"4379","SPOT","gtools"
"4380","SPOT","car"
"4381","SQLiteDF","DBI"
"4382","SQLiteDF","utils"
"4383","SQLiteMap","RSQLite"
"4384","SQLiteMap","sp"
"4385","SQLiteMap","maptools"
"4386","SQN","mclust"
"4387","SQN","nor1mix"
"4388","SQUAREM","R"
"4389","SRPM","stashR"
"4390","SSSR","RSQLite"
"4391","STAR","survival"
"4392","STAR","mgcv"
"4393","STAR","R2HTML"
"4394","STAR","gss"
"4395","STAR","codetools"
"4396","SV","setRNG"
"4397","SVMMaj","kernlab"
"4398","SWordInstaller","rscproxy"
"4399","SWordInstaller","rcom"
"4400","SamplerCompare","mvtnorm"
"4401","SciViews","MASS"
"4402","ScottKnott","R"
"4403","ScottKnott","stats"
"4404","ScottKnott","base"
"4405","SemiPar","cluster"
"4406","SemiPar","nlme"
"4407","SemiPar","MASS"
"4408","SemiParBIVProbit","VGAM"
"4409","SemiParBIVProbit","trust"
"4410","SemiParBIVProbit","mgcv"
"4411","SemiParBIVProbit","mvtnorm"
"4412","SenSrivastava","R"
"4413","SenSrivastava","stats"
"4414","SensoMineR","FactoMineR"
"4415","SeqKnn","R"
"4416","SiZer","boot"
"4417","Sim.DiffProc","tcltk2"
"4418","Sim.DiffProc","stats4"
"4419","Sim.DiffProc","rgl"
"4420","Sim.DiffProc","xlsx"
"4421","Sim.DiffProcGUI","Sim.DiffProc"
"4422","SimComp","R"
"4423","SimpleTable","hdrcde"
"4424","SimpleTable","locfit"
"4425","SimpleTable","MCMCpack"
"4426","SimpleTable","tcltk"
"4427","SixSigma","lattice"
"4428","SixSigma","grid"
"4429","SkewHyperbolic","DistributionUtils"
"4430","SkewHyperbolic","GeneralizedHyperbolic"
"4431","Sleuth2","R"
"4432","SlimPLS","e1071"
"4433","SlimPLS","randomForest"
"4434","SlimPLS","methods"
"4435","SlimPLS","zipfR"
"4436","SoDA","R"
"4437","SoDA","methods"
"4438","SoDA","graphics"
"4439","SortableHTMLTables","testthat"
"4440","SortableHTMLTables","brew"
"4441","SparseM","R"
"4442","SparseM","methods"
"4443","SparseM","stats"
"4444","SparseM","utils"
"4445","SpatialEpi","MASS"
"4446","SpatialEpi","sp"
"4447","SpatialEpi","maps"
"4448","SpatialEpi","maptools"
"4449","SpatialEpi","shapefiles"
"4450","SpatialExtremes","R"
"4451","SpatialNP","ICSNP"
"4452","SpectralGEM","survival"
"4453","SpectralGEM","optmatch"
"4454","SpectralGEM","R"
"4455","SpherWave","fields"
"4456","StMoSim","MASS"
"4457","StatDA","akima"
"4458","StatDA","car"
"4459","StatDA","cluster"
"4460","StatDA","e1071"
"4461","StatDA","class"
"4462","StatDA","geoR"
"4463","StatDA","sp"
"4464","StatDA","leaps"
"4465","StatDA","MASS"
"4466","StatDA","pixmap"
"4467","StatDA","robustbase"
"4468","StatDA","rgl"
"4469","StatDA","mgcv"
"4470","StatDA","methods"
"4471","StatDataML","XML"
"4472","StatDataML","utils"
"4473","StatFingerprints","rgl"
"4474","StatFingerprints","car"
"4475","StatFingerprints","MASS"
"4476","StatFingerprints","ffmanova"
"4477","StatFingerprints","akima"
"4478","StatFingerprints","labdsv"
"4479","StatFingerprints","RColorBrewer"
"4480","StatFingerprints","vegan"
"4481","StatFingerprints","tcltk2"
"4482","StatFingerprints","tcltk"
"4483","StatFingerprints","maptools"
"4484","StatFingerprints","sciplot"
"4485","StatFingerprints","som"
"4486","StatMatch","proxy"
"4487","StatMatch","lpSolve"
"4488","StatMatch","survey"
"4489","Stem","mvtnorm"
"4490","Stem","MASS"
"4491","StreamMetabolism","zoo"
"4492","StreamMetabolism","chron"
"4493","StreamMetabolism","maptools"
"4494","SubpathwayMiner","RBGL"
"4495","SubpathwayMiner","fdrtool"
"4496","SubpathwayMiner","utils"
"4497","SweaveListingUtils","startupmsg"
"4498","SwissAir","R"
"4499","SyNet","deldir"
"4500","Synth","kernlab"
"4501","sac","R"
"4502","safeBinaryRegression","lpSolveAPI"
"4503","sampfling","R"
"4504","sampleSelection","maxLik"
"4505","sampleSelection","systemfit"
"4506","sampling","MASS"
"4507","sampling","lpSolve"
"4508","samplingbook","pps"
"4509","samplingbook","sampling"
"4510","samplingbook","sampfling"
"4511","samplingbook","survey"
"4512","samr","impute"
"4513","sandwich","zoo"
"4514","sapa","ifultools"
"4515","sapa","splus2R"
"4516","satin","hdf5"
"4517","satin","maptools"
"4518","satin","maps"
"4519","satin","PBSmapping"
"4520","satin","chron"
"4521","satin","plotrix"
"4522","saws","gee"
"4523","saws","survival"
"4524","saws","stats"
"4525","sca","stats"
"4526","scaRabee","neldermead"
"4527","scaRabee","optimsimplex"
"4528","scaRabee","optimbase"
"4529","scaRabee","lattice"
"4530","scaRabee","deSolve"
"4531","scaRabee","PBSddesolve"
"4532","scagnostics","rJava"
"4533","scaleboot","R"
"4534","scape","Hmisc"
"4535","scape","lattice"
"4536","scapeMCMC","coda"
"4537","scapeMCMC","lattice"
"4538","scatterplot3d","R"
"4539","schoolmath","R"
"4540","schwartz97","FKF"
"4541","schwartz97","mvtnorm"
"4542","schwartz97","methods"
"4543","sciplot","stats"
"4544","scout","glasso"
"4545","scout","lars"
"4546","scrapeR","XML"
"4547","scrapeR","RCurl"
"4548","scuba","R"
"4549","sculpt3d","rgl"
"4550","sculpt3d","RGtk2"
"4551","sda","lattice"
"4552","sda","entropy"
"4553","sda","corpcor"
"4554","sda","fdrtool"
"4555","sdcMicro","robustbase"
"4556","sdcMicro","tcltk"
"4557","sdcMicro","car"
"4558","sdcMicro","cluster"
"4559","sdcMicro","MASS"
"4560","sdcMicro","e1071"
"4561","sdcMicroGUI","sdcMicro"
"4562","sdcMicroGUI","gWidgetsRGtk2"
"4563","sdcTable","Rcpp"
"4564","sdcTable","Rglpk"
"4565","sde","MASS"
"4566","sde","stats4"
"4567","sde","fda"
"4568","sde","zoo"
"4569","sdtalt","lme4"
"4570","sdtalt","boot"
"4571","season","lattice"
"4572","season","MASS"
"4573","season","mgcv"
"4574","season","survival"
"4575","season","coda"
"4576","secr","abind"
"4577","secr","utils"
"4578","seewave","R"
"4579","segclust","R"
"4580","selectMeta","DEoptim"
"4581","selectiongain","mvtnorm"
"4582","sem","R"
"4583","sem","stats"
"4584","semPLS","lattice"
"4585","sendmailR","base64"
"4586","sendplot","rtiff"
"4587","sensR","ordinal"
"4588","sensR","numDeriv"
"4589","sensitivity","boot"
"4590","seqinr","R"
"4591","seriation","stats"
"4592","seriation","cluster"
"4593","seriation","TSP"
"4594","seriation","gclus"
"4595","seriation","grid"
"4596","seriation","colorspace"
"4597","setRNG","R"
"4598","sets","R"
"4599","sfsmisc","R"
"4600","sfsmisc","stats"
"4601","sfsmisc","methods"
"4602","sfsmisc","utils"
"4603","sgeostat","stats"
"4604","sgeostat","grDevices"
"4605","sgeostat","graphics"
"4606","shape","R"
"4607","shape","stats"
"4608","shapefiles","foreign"
"4609","shapes","scatterplot3d"
"4610","shapes","rgl"
"4611","sharx","Formula"
"4612","sharx","dclone"
"4613","siar","hdrcde"
"4614","siar","coda"
"4615","siar","MASS"
"4616","siar","bayesm"
"4617","siar","mnormt"
"4618","siar","spatstat"
"4619","sifds","gdata"
"4620","sigclust","R"
"4621","sigclust","methods"
"4622","sigma2tools","stats"
"4623","sigma2tools","utils"
"4624","sigma2tools","tools"
"4625","signal","MASS"
"4626","simFrame","Rcpp"
"4627","simFrame","lattice"
"4628","simFrame","snow"
"4629","simPopulation","nnet"
"4630","simPopulation","POT"
"4631","simPopulation","lattice"
"4632","simPopulation","vcd"
"4633","simba","vegan"
"4634","simboot","boot"
"4635","simboot","mvtnorm"
"4636","simco","gtools"
"4637","simctest","R"
"4638","simctest","methods"
"4639","simctest","stats"
"4640","simecol","deSolve"
"4641","simecol","methods"
"4642","simecol","lattice"
"4643","simex","stats"
"4644","simexaft","survival"
"4645","simexaft","mvtnorm"
"4646","similarityRichards","richards"
"4647","similarityRichards","methods"
"4648","simone","mixer"
"4649","simpleboot","boot"
"4650","sisus","ash"
"4651","sisus","coda"
"4652","sisus","ellipse"
"4653","sisus","gclus"
"4654","sisus","gdata"
"4655","sisus","gplots"
"4656","sisus","gtools"
"4657","sisus","hdrcde"
"4658","sisus","moments"
"4659","sisus","mvtnorm"
"4660","sisus","polyapost"
"4661","sisus","rcdd"
"4662","sisus","RColorBrewer"
"4663","sisus","stats"
"4664","sisus","sm"
"4665","skills","sets"
"4666","skills","relations"
"4667","skills","grid"
"4668","skills","DAKS"
"4669","skills","plyr"
"4670","slam","R"
"4671","sm","R"
"4672","smacof","polynom"
"4673","smacof","rgl"
"4674","smacof","scatterplot3d"
"4675","smoothSurv","survival"
"4676","smoothmest","MASS"
"4677","smoothtail","logcondens"
"4678","sn","mnormt"
"4679","sna","R"
"4680","sna","utils"
"4681","snort","network"
"4682","snort","sna"
"4683","snow","R"
"4684","snow","utils"
"4685","snowFT","snow"
"4686","snowfall","snow"
"4687","snp.plotter","genetics"
"4688","snp.plotter","grid"
"4689","snpXpert","tcltk"
"4690","snpXpert","gap"
"4691","snpXpert","tcltk2"
"4692","snpXpert","tkrplot"
"4693","snpXpert","ORMDR"
"4694","soiltexture","sp"
"4695","soiltexture","MASS"
"4696","solaR","methods"
"4697","solaR","lattice"
"4698","solaR","latticeExtra"
"4699","solaR","zoo"
"4700","som","R"
"4701","soma","reportr"
"4702","sos","brew"
"4703","sos4R","XML"
"4704","sos4R","RCurl"
"4705","sos4R","sp"
"4706","sos4R","methods"
"4707","sos4R","graphics"
"4708","sound","R"
"4709","sp","R"
"4710","sp","methods"
"4711","spBayes","coda"
"4712","spBayes","magic"
"4713","spBayes","lattice"
"4714","spBayes","abind"
"4715","spacetime","sp"
"4716","spacetime","zoo"
"4717","spacetime","xts"
"4718","spam","R"
"4719","spam","methods"
"4720","sparkTable","graphics"
"4721","sparkTable","xtable"
"4722","sparkTable","utils"
"4723","sparr","spatstat"
"4724","sparr","rgl"
"4725","sparr","sm"
"4726","sparr","MASS"
"4727","sparseLDA","lars"
"4728","sparseLDA","elasticnet"
"4729","sparseLDA","MASS"
"4730","sparseLDA","mda"
"4731","spatial","R"
"4732","spatial","graphics"
"4733","spatial","stats"
"4734","spatial","utils"
"4735","spatialkernel","R"
"4736","spatialsegregation","spatstat"
"4737","spatstat","mgcv"
"4738","spatstat","deldir"
"4739","spc","R"
"4740","spcosa","rJava"
"4741","spcosa","methods"
"4742","spcosa","ggplot2"
"4743","spcosa","rgdal"
"4744","spcosa","utils"
"4745","spd","methods"
"4746","spd","graphics"
"4747","spd","KernSmooth"
"4748","spdep","sp"
"4749","spdep","boot"
"4750","spdep","Matrix"
"4751","spdep","MASS"
"4752","spdep","nlme"
"4753","spdep","maptools"
"4754","spdep","deldir"
"4755","spdep","coda"
"4756","speedR","rJava"
"4757","speedR","speedRlibs"
"4758","speedR","speedRlibTF"
"4759","speedglm","Matrix"
"4760","spef","methods"
"4761","spef","survival"
"4762","spef","nleqslv"
"4763","spef","ggplot2"
"4764","speff2trial","leaps"
"4765","speff2trial","survival"
"4766","spgrass6","sp"
"4767","spgrass6","rgdal"
"4768","spgrass6","XML"
"4769","spgwr","sp"
"4770","spgwr","maptools"
"4771","sphet","nlme"
"4772","sphet","spdep"
"4773","sphet","Matrix"
"4774","sphet","fields"
"4775","spikeslab","lars"
"4776","spikeslab","randomForest"
"4777","splancs","sp"
"4778","splinesurv","MASS"
"4779","splinesurv","survival"
"4780","spls","pls"
"4781","spls","MASS"
"4782","spls","nnet"
"4783","splus2R","R"
"4784","splus2R","methods"
"4785","sprint","R"
"4786","spsurvey","sp"
"4787","spuRs","MASS"
"4788","spuRs","lattice"
"4789","sqldf","DBI"
"4790","sqldf","RSQLite"
"4791","sqldf","RSQLite.extfuns"
"4792","sqldf","gsubfn"
"4793","sqldf","proto"
"4794","sqldf","chron"
"4795","sra","stats4"
"4796","ssanv","R"
"4797","ssanv","stats"
"4798","sspir","MASS"
"4799","sspir","mvtnorm"
"4800","sspline","R"
"4801","st","sda"
"4802","st","fdrtool"
"4803","stab","MASS"
"4804","stab","reshape"
"4805","stabledist","R"
"4806","stam","np"
"4807","stam","sp"
"4808","startupmsg","R"
"4809","stashR","filehash"
"4810","statmod","R"
"4811","statnet","network"
"4812","statnet","ergm"
"4813","statnet","latentnet"
"4814","statnet","degreenet"
"4815","statnet","sna"
"4816","statnet","abind"
"4817","statnet","shapes"
"4818","statnet","tools"
"4819","statnet","utils"
"4820","steepness","R"
"4821","stepPlr","R"
"4822","stepwise","R"
"4823","stochmod","mvtnorm"
"4824","stoichcalc","R"
"4825","stratigraph","R"
"4826","stratigraph","grid"
"4827","stream.net","R"
"4828","stringkernels","methods"
"4829","stringkernels","kernlab"
"4830","stringkernels","openNLP"
"4831","strucchange","zoo"
"4832","strucchange","sandwich"
"4833","subplex","R"
"4834","sugaR","R"
"4835","sugaR","stats"
"4836","sugaR","grDevices"
"4837","sugaR","graphics"
"4838","superpc","survival"
"4839","surv2sample","survival"
"4840","survBayes","survival"
"4841","survBayes","coda"
"4842","survJamda","survival"
"4843","survJamda","survivalROC"
"4844","survJamda","ecodist"
"4845","survJamda","survcomp"
"4846","survJamda","survJamda.data"
"4847","survJamda.data","R"
"4848","survPresmooth","R"
"4849","survcomp","survival"
"4850","survcomp","ipred"
"4851","survcomp","prodlim"
"4852","survcomp","survivalROC"
"4853","survcomp","SuppDists"
"4854","survcomp","bootstrap"
"4855","survcomp","R"
"4856","surveillance","methods"
"4857","surveillance","utils"
"4858","surveillance","xtable"
"4859","surveillance","spc"
"4860","surveillance","sp"
"4861","surveillance","maptools"
"4862","surveillance","vcd"
"4863","surveillance","msm"
"4864","surveillance","Matrix"
"4865","survey","R"
